,model,lookback,hidden_size,num_layers,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
304,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.1,0.0,0.01,0.95,0.563775,0.436225,1.4018055097955422,1.99295,159436,80564,25,640.0822580645162,28.361193,"TitForTat,OmegaTFT"
305,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.1,0.0,0.01,0.99,0.4125375,0.5874625,3.0464410001269018,1.4949625,119597,120403,26,495.3661290322581,32.646646,"TitForTat,OmegaTFT"
306,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.1,0.0,0.001,0.95,0.1827375,0.8172625,1.766908902476361,1.3276125,106209,133791,25,564.916129032258,57.89824899999999,"TitForTat,OmegaTFT"
307,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.1,0.0,0.001,0.99,0.38795,0.61205,3.0911314732846455,1.4935625,119485,120515,26,512.4193548387096,48.57900800000001,"TitForTat,OmegaTFT"
308,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.2,0.0,0.01,0.95,0.4704375,0.5295625,1.446290096602576,1.6353625,130829,109171,26,477.1274193548387,46.43497599999999,"TitForTat,OmegaTFT"
309,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.2,0.0,0.01,0.99,0.4681,0.5319,3.289006477627048,1.5392625,123141,116859,26,498.03709677419357,45.856042,"TitForTat,OmegaTFT"
310,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.2,0.0,0.001,0.95,0.42685,0.57315,2.6220367160614546,1.444975,115598,124402,25,549.4225806451612,42.87056400000001,"TitForTat,OmegaTFT"
311,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,2,0.2,0.0,0.001,0.99,0.5389625,0.4610375,3.7883265947374993,1.5971125,127769,112231,25,574.7370967741936,33.684673,"TitForTat,OmegaTFT"
312,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.05,0.0,0.01,0.95,0.468075,0.531925,0.9977881581959087,1.7948,143584,96416,28,474.68387096774194,35.426429,"TitForTat,OmegaTFT"
313,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.05,0.0,0.01,0.99,0.4194875,0.5805125,3.0643887706945443,1.4888625,119109,120891,25,523.924193548387,55.685541,"TitForTat,OmegaTFT"
314,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.05,0.0,0.001,0.95,0.2274125,0.7725875,1.2355334438821304,1.471675,117734,122266,25,618.8145161290323,53.51746499999999,"TitForTat,OmegaTFT"
315,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.05,0.0,0.001,0.99,0.4329,0.5671,3.8425647310471662,1.708825,136706,103294,25,531.9258064516129,57.184584,"TitForTat,OmegaTFT"
316,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.1,0.0,0.01,0.95,0.5619375,0.4380625,1.137454142653085,2.0494125,163953,76047,25,624.158064516129,53.610157,"TitForTat,OmegaTFT"
317,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.1,0.0,0.01,0.99,0.4517875,0.5482125,3.552869444700055,1.6374875,130999,109001,24,665.9774193548387,41.751281999999996,"TitForTat,OmegaTFT"
318,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.1,0.0,0.001,0.95,0.7741,0.2259,4.890170668995948,2.08125,166500,73500,26,509.98064516129034,39.34817200000001,"TitForTat,OmegaTFT"
319,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.1,0.0,0.001,0.99,0.41845,0.58155,4.0306489811600805,1.7596125,140769,99231,25,585.5790322580646,60.69929999999998,"TitForTat,OmegaTFT"
320,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.2,0.0,0.01,0.95,0.42995,0.57005,1.3952183296882759,1.6245875,129967,110033,25,588.0822580645162,56.235918,"TitForTat,OmegaTFT"
321,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.2,0.0,0.01,0.99,0.4386,0.5614,3.1393657379190807,1.5107875,120863,119137,25,557.158064516129,56.30472200000001,"TitForTat,OmegaTFT"
322,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.2,0.0,0.001,0.95,0.4833375,0.5166625,3.180143555916964,1.599925,127994,112006,29,458.61451612903227,53.67914300000001,"TitForTat,OmegaTFT"
323,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 2, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=2, out_features=2, bias=True)
)",2,2,3,0.2,0.0,0.001,0.99,0.497,0.503,3.5144629349927623,1.548275,123862,116138,27,491.13709677419354,32.79384399999999,"TitForTat,OmegaTFT"
324,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.05,0.0,0.01,0.95,0.726375,0.273625,0.6827095070363275,2.418125,193450,46550,25,636.9516129032259,25.487337,"TitForTat,OmegaTFT"
325,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.05,0.0,0.01,0.99,0.403775,0.596225,2.8383360264731308,1.464925,117194,122806,25,546.4870967741936,39.917287,"TitForTat,OmegaTFT"
326,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.05,0.0,0.001,0.95,0.970175,0.029825,2.8011057913329824,2.965075,237206,2794,25,647.6629032258064,38.197244,"TitForTat,OmegaTFT"
327,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.05,0.0,0.001,0.99,0.5790125,0.4209875,2.7912395239737102,1.2897125,103177,136823,25,555.3596774193549,40.579922999999994,"TitForTat,OmegaTFT"
328,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.1,0.0,0.01,0.95,0.6560375,0.3439625,1.073865072067154,2.175325,174026,65974,25,601.158064516129,34.24179599999999,"TitForTat,OmegaTFT"
329,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.1,0.0,0.01,0.99,0.4528125,0.5471875,3.0581747463769364,1.54845,123876,116124,27,487.89354838709676,39.20123000000002,"TitForTat,OmegaTFT"
330,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.1,0.0,0.001,0.95,0.3387125,0.6612875,1.4162620639828256,1.3321375,106571,133429,27,492.6258064516129,39.055521000000006,"TitForTat,OmegaTFT"
331,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.1,0.0,0.001,0.99,0.5189375,0.4810625,3.039323140750171,1.415675,113254,126746,26,493.69193548387096,39.76430800000001,"TitForTat,OmegaTFT"
332,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.2,0.0,0.01,0.95,0.431525,0.568475,1.2983351058522508,1.6198625,129589,110411,25,594.65,23.568628000000007,"TitForTat,OmegaTFT"
333,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.2,0.0,0.01,0.99,0.456575,0.543425,3.048556315089425,1.5271125,122169,117831,25,554.0435483870967,22.15931,"TitForTat,OmegaTFT"
334,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.2,0.0,0.001,0.95,0.311675,0.688325,1.7317262234686193,1.3475375,107803,132197,25,516.7629032258064,24.742370999999995,"TitForTat,OmegaTFT"
335,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,1,0.2,0.0,0.001,0.99,0.393275,0.606725,2.7523769650985197,1.3853875,110831,129169,26,484.0048387096774,24.657349,"TitForTat,OmegaTFT"
336,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.05,0.0,0.01,0.95,0.4928125,0.5071875,1.0958708557265568,1.859675,148774,91226,29,471.41129032258067,28.817982000000008,"TitForTat,OmegaTFT"
337,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.05,0.0,0.01,0.99,0.4617375,0.5382625,3.5421547226772607,1.6946125,135569,104431,27,461.49032258064517,31.922873000000003,"TitForTat,OmegaTFT"
338,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.05,0.0,0.001,0.95,0.6686875,0.3313125,1.3480930274305893,2.35885,188708,51292,25,568.1596774193548,41.03457599999998,"TitForTat,OmegaTFT"
339,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.05,0.0,0.001,0.99,0.399425,0.600575,3.1123795641630134,1.51085,120868,119132,30,450.8983870967742,47.32189699999997,"TitForTat,OmegaTFT"
340,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.1,0.0,0.01,0.95,0.5733125,0.4266875,1.4100972238912308,1.86565,149252,90748,25,533.8032258064516,51.928402999999996,"TitForTat,OmegaTFT"
341,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.1,0.0,0.01,0.99,0.444925,0.555075,3.2020290215501355,1.5863125,126905,113095,25,556.0322580645161,49.55258100000002,"TitForTat,OmegaTFT"
342,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.1,0.0,0.001,0.95,0.230875,0.769125,1.4952458836043954,1.3692375,109539,130461,30,459.0741935483871,30.087621000000013,"TitForTat,OmegaTFT"
343,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.1,0.0,0.001,0.99,0.5963875,0.4036125,3.4402030411806592,1.4823875,118591,121409,25,527.7967741935483,30.455783000000007,"TitForTat,OmegaTFT"
344,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.2,0.0,0.01,0.95,0.480075,0.519925,1.383383697600238,1.6503,132024,107976,25,502.5967741935484,29.85770599999999,"TitForTat,OmegaTFT"
345,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.2,0.0,0.01,0.99,0.4539875,0.5460125,3.054176507938523,1.520025,121602,118398,25,616.3467741935484,31.566984000000005,"TitForTat,OmegaTFT"
346,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.2,0.0,0.001,0.95,0.4508875,0.5491125,2.3768031139430965,1.50065,120052,119948,25,515.5935483870968,26.556449,"TitForTat,OmegaTFT"
347,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,2,0.2,0.0,0.001,0.99,0.4626375,0.5373625,3.214358185532524,1.491675,119334,120666,25,563.4145161290322,41.636499000000015,"TitForTat,OmegaTFT"
348,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.05,0.0,0.01,0.95,0.311575,0.688425,1.0080826612471818,1.5179375,121435,118565,27,444.38548387096773,54.740732,"TitForTat,OmegaTFT"
349,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.05,0.0,0.01,0.99,0.43255,0.56745,3.284781284719756,1.6227,129816,110184,29,455.0048387096774,54.20208299999998,"TitForTat,OmegaTFT"
350,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.05,0.0,0.001,0.95,0.762175,0.237825,1.7205715266518113,2.543425,203474,36526,25,610.3145161290323,32.41115699999998,"TitForTat,OmegaTFT"
351,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.05,0.0,0.001,0.99,0.5501,0.4499,3.7116752173278322,1.583875,126710,113290,25,631.1709677419354,32.068854,"TitForTat,OmegaTFT"
352,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.1,0.0,0.01,0.95,0.373875,0.626125,1.1791547467262273,1.5985625,127885,112115,25,591.3548387096774,34.020874,"TitForTat,OmegaTFT"
353,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.1,0.0,0.01,0.99,0.4912125,0.5087875,3.3175226840078533,1.5687875,125503,114497,25,616.9629032258065,48.93025999999999,"TitForTat,OmegaTFT"
354,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.1,0.0,0.001,0.95,0.58065,0.41935,2.134575274932792,1.986375,158910,81090,25,598.0032258064516,53.41371000000001,"TitForTat,OmegaTFT"
355,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.1,0.0,0.001,0.99,0.403175,0.596825,3.2657150089840306,1.5358125,122865,117135,25,561.4822580645161,56.500049,"TitForTat,OmegaTFT"
356,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.2,0.0,0.01,0.95,0.4738375,0.5261625,1.3535001856641566,1.6588875,132711,107289,25,575.983870967742,50.149767000000004,"TitForTat,OmegaTFT"
357,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.2,0.0,0.01,0.99,0.45835,0.54165,3.1056331485208406,1.5548,124384,115616,25,518.6516129032258,32.44605899999999,"TitForTat,OmegaTFT"
358,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.2,0.0,0.001,0.95,0.4596375,0.5403625,2.6044476925513207,1.5289875,122319,117681,25,610.108064516129,31.945217000000003,"TitForTat,OmegaTFT"
359,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 4, num_layers=3, batch_first=True)
  (_fc): Linear(in_features=4, out_features=2, bias=True)
)",2,4,3,0.2,0.0,0.001,0.99,0.4391625,0.5608375,3.410784355968109,1.5710875,125687,114313,25,557.6693548387096,55.122948000000015,"TitForTat,OmegaTFT"
360,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.05,0.0,0.01,0.95,0.8595,0.1405,0.5959019593550976,2.659475,212758,27242,25,628.3145161290323,35.46307899999999,"TitForTat,OmegaTFT"
361,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.05,0.0,0.01,0.99,0.4459625,0.5540375,2.8961225060127043,1.594475,127558,112442,25,566.9225806451612,42.212612,"TitForTat,OmegaTFT"
362,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.05,0.0,0.001,0.95,0.7222,0.2778,0.7745074459816499,2.40885,192708,47292,25,609.1870967741935,21.471663000000003,"TitForTat,OmegaTFT"
363,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.05,0.0,0.001,0.99,0.5071875,0.4928125,2.5990122490215484,1.2694375,101555,138445,26,539.5145161290322,24.197136999999994,"TitForTat,OmegaTFT"
364,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.1,0.0,0.01,0.95,0.655,0.345,1.3453861347758622,1.9874375,158995,81005,25,535.8774193548387,21.874455999999995,"TitForTat,OmegaTFT"
365,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.1,0.0,0.01,0.99,0.462725,0.537275,2.764529329675693,1.5156625,121253,118747,26,448.68064516129033,23.356061000000004,"TitForTat,OmegaTFT"
366,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.1,0.0,0.001,0.95,0.2038125,0.7961875,0.8679274758146653,1.22245,97796,142204,25,545.008064516129,25.527016000000003,"TitForTat,OmegaTFT"
367,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.1,0.0,0.001,0.99,0.3325375,0.6674625,2.3602155064563273,1.30615,104492,135508,29,483.9532258064516,35.744067,"TitForTat,OmegaTFT"
368,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.2,0.0,0.01,0.95,0.616225,0.383775,1.4241481822674444,1.759475,140758,99242,25,526.5693548387097,36.588242,"TitForTat,OmegaTFT"
369,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.2,0.0,0.01,0.99,0.467025,0.532975,2.725047065169386,1.4911,119288,120712,25,620.7758064516129,38.20774600000001,"TitForTat,OmegaTFT"
370,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.2,0.0,0.001,0.95,0.343325,0.656675,1.3578535305616215,1.297625,103810,136190,25,510.2935483870968,38.51474,"TitForTat,OmegaTFT"
371,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,1,0.2,0.0,0.001,0.99,0.632825,0.367175,2.9597687159535795,1.2996875,103975,136025,26,529.7629032258064,36.77138399999999,"TitForTat,OmegaTFT"
372,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.05,0.0,0.01,0.95,0.44785,0.55215,1.0404107386218509,1.7790625,142325,97675,27,487.2741935483871,45.188993,"TitForTat,OmegaTFT"
373,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.05,0.0,0.01,0.99,0.4435625,0.5564375,3.0173171078545593,1.6079,128632,111368,25,628.6032258064516,42.540126,"TitForTat,OmegaTFT"
374,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.05,0.0,0.001,0.95,0.85115,0.14885,1.944476554076089,2.4836375,198691,41309,25,646.4290322580645,47.26643800000001,"TitForTat,OmegaTFT"
375,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.05,0.0,0.001,0.99,0.3279625,0.6720375,2.9308777377376214,1.48545,118836,121164,25,614.1516129032258,30.150630999999994,"TitForTat,OmegaTFT"
376,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.1,0.0,0.01,0.95,0.4831,0.5169,1.3444746775364906,1.7293125,138345,101655,25,580.5241935483871,26.02475,"TitForTat,OmegaTFT"
377,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.1,0.0,0.01,0.99,0.4603,0.5397,2.9488031712972935,1.519425,121554,118446,27,496.30806451612904,46.18628199999999,"TitForTat,OmegaTFT"
378,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.1,0.0,0.001,0.95,0.8436625,0.1563375,0.8563965687778778,2.7161375,217291,22709,25,595.5854838709678,39.97218499999999,"TitForTat,OmegaTFT"
379,"RNN(
  (_flatten): Flatten(start_dim=1, end_dim=-1)
  (_rnn): RNN(4, 8, num_layers=2, batch_first=True)
  (_fc): Linear(in_features=8, out_features=2, bias=True)
)",2,8,2,0.1,0.0,0.001,0.99,0.45455,0.54545,3.014574497123106,1.4672875,117383,122617,25,519.3387096774194,44.56507899999999,"TitForTat,OmegaTFT"
